"POS
NAL.","POS
DPTO","COD
ICFES",INSTITUCION,MUNICIPIO,NATURALEZA,JORNADA,EVALUADOS,PG  2022,PG 2021,"VARIACIÓN
PG",LC 2022,LC 2021,"VARIACIÓN
LC",MAT 2022,MAT 2021,"VARIACIÓN
MAT",SYC 2022,SYC 2021,"VARIACIÓN
SYC",CN 2022,CN 2021,"VARIACIÓN
CN",ING 2022,ING 2021,"VARIACIÓN
ING"
4623,288,111393,COLEGIO ARQUIDIOCESANO JUAN PABLO II,CALI,NO OFICIAL,MAÑANA,140,253.5,245.0,8.5,54,54.0,0.0,52,50.0,2.0,48,45.0,3.0,49,47.0,2.0,50,48.0,2.0
4626,289,18788,BELISARIO PEÑA PIÑEIRO,ROLDANILLO,OFICIAL,MAÑANA,76,253.5,245.0,8.5,54,53.0,1.0,51,49.0,2.0,49,47.0,2.0,49,47.0,2.0,50,49.0,1.0
4630,290,144931,CE PARA JOVENES Y ADULTOS PALMIRA - SEDE PRINCIPAL,PALMIRA,NO OFICIAL,MAÑANA,11,253.5,221.0,32.5,55,48.0,7.0,52,44.0,8.0,47,42.0,5.0,49,43.0,6.0,50,44.0,6.0
4656,291,265629,INSTITUCION EDUCATIVA JOSE ANTONIO GALAN,CALI,OFICIAL,ÚNICA,29,253.5,248.0,5.5,52,53.0,-1.0,53,49.0,4.0,48,47.0,1.0,50,49.0,1.0,50,52.0,-2.0
4667,292,58685,LICEO SANTA CLARA,CALI,NO OFICIAL,MAÑANA,95,253.5,242.0,11.5,54,52.0,2.0,50,48.0,2.0,50,46.0,4.0,49,48.0,1.0,50,47.0,3.0
4671,293,48520,SANTIAGO RENGIFO SALCEDO,CANDELARIA,OFICIAL,MAÑANA,184,253.5,237.0,16.5,54,50.0,4.0,50,47.0,3.0,48,45.0,3.0,50,47.0,3.0,53,48.0,5.0
4712,294,136564,INSTITUCION EDUCATIVA KWE`SX NASA KSXA' WNXI,FLORIDA,OFICIAL,COMPLETA,28,253.1,237.0,16.1,51,49.0,2.0,53,48.0,5.0,51,47.0,4.0,52,49.0,3.0,37,37.0,0.0
4766,295,636589,LICEO QUIMBAYA,CARTAGO,NO OFICIAL,MAÑANA,13,252.7,259.0,-6.3,54,56.0,-2.0,54,49.0,5.0,48,50.0,-2.0,45,50.0,-5.0,54,58.0,-4.0
4768,296,70029,PUERTA DEL SOL,CALI,OFICIAL,MAÑANA,25,252.7,233.0,19.7,56,50.0,6.0,49,46.0,3.0,47,43.0,4.0,49,47.0,2.0,54,49.0,5.0
4789,297,136085,COL LA FUENTE DEL SABER,GUADALAJARA DE BUGA,NO OFICIAL,COMPLETA,26,252.3,239.0,13.3,54,52.0,2.0,51,45.0,6.0,49,46.0,3.0,48,47.0,1.0,50,52.0,-2.0
4795,298,18226,ESC NORMAL SUPERIOR MARIA INMACULADA,CAICEDONIA,OFICIAL,MAÑANA,93,252.3,244.0,8.3,54,52.0,2.0,51,50.0,1.0,48,46.0,2.0,49,47.0,2.0,50,49.0,1.0
4813,300,754853,INSTITUCION EDUCATIVA EUSTAQUIO PALACIOS - SEDE PRINCIPAL,CALI,OFICIAL,ÚNICA,204,252.3,240.0,12.3,53,52.0,1.0,51,48.0,3.0,48,46.0,2.0,50,46.0,4.0,50,47.0,3.0
4814,301,734426,INSTITUCION EDUCATIVA JOSE MANUEL SAAVEDRA GALINDO,CALI,OFICIAL,ÚNICA,72,252.3,248.0,4.3,53,54.0,-1.0,50,48.0,2.0,49,48.0,1.0,50,49.0,1.0,50,49.0,1.0
4826,302,122846,PORTETE DE TARQUI,CALI,OFICIAL,MAÑANA,88,252.3,257.0,-4.7,53,55.0,-2.0,51,50.0,1.0,48,50.0,-2.0,49,50.0,-1.0,53,52.0,1.0
4830,303,272435,SEDE PRINCIPAL INSTITUTO TEC.  INDUSTRIAL C.S.L.,TULUÁ,OFICIAL,TARDE,37,252.3,245.0,7.3,54,52.0,2.0,52,52.0,0.0,48,46.0,2.0,49,47.0,2.0,47,45.0,2.0
4831,304,270934,SEDE TERRANOVA,JAMUNDÍ,OFICIAL,TARDE,74,252.3,240.0,12.3,54,52.0,2.0,51,49.0,2.0,48,45.0,3.0,49,46.0,3.0,50,49.0,1.0
4846,305,631101,COLEGIO JOHANNES GUTENBERG,CALI,NO OFICIAL,TARDE,39,251.9,254.0,-2.1,55,55.0,0.0,51,50.0,1.0,48,50.0,-2.0,48,48.0,0.0,49,51.0,-2.0
4926,306,110635,"INSTITUCION EDUCATIVA TCNICO COMERCIAL JOSE MARIA VIVAS
BALCAZAR",CALI,OFICIAL,TARDE,46,251.5,246.0,5.5,54,52.0,2.0,51,51.0,0.0,48,47.0,1.0,48,47.0,1.0,51,48.0,3.0
4927,307,48637,INSTITUCION EDUCATIVA VILLA DEL SUR,CALI,OFICIAL,MAÑANA,103,251.5,262.0,-10.5,54,56.0,-2.0,48,52.0,-4.0,50,51.0,-1.0,48,50.0,-2.0,54,54.0,0.0
4931,309,18374,JOSÉ MARÍA CÓRDOBA,EL ÁGUILA,OFICIAL,MAÑANA,26,251.5,250.0,1.5,54,54.0,0.0,50,53.0,-3.0,48,47.0,1.0,49,47.0,2.0,51,46.0,5.0
4933,310,637033,LICEO PAOLA - SEDE PRINCIPAL,JAMUNDÍ,NO OFICIAL,MAÑANA,5,251.5,255.0,-3.5,57,58.0,-1.0,48,49.0,-1.0,46,48.0,-2.0,49,48.0,1.0,54,55.0,-1.0
4935,311,66209,POLITECNICO,DAGUA,NO OFICIAL,TARDE,31,251.5,249.0,2.5,54,54.0,0.0,51,49.0,2.0,48,48.0,0.0,49,49.0,0.0,48,47.0,1.0
4937,312,716217,SEDE NO. 1 FRANCISCO JOSE DE CALDAS,TULUÁ,OFICIAL,TARDE,62,251.5,252.0,-0.5,53,54.0,-1.0,51,51.0,0.0,48,48.0,0.0,49,48.0,1.0,51,51.0,0.0
4971,313,43281,"INSTITUCION EDUCATIVA TECNICO INDUSTRIAL PEDRO ANTONIO
MOLINA",CALI,OFICIAL,TARDE,66,251.2,246.0,5.2,54,54.0,0.0,49,48.0,1.0,49,48.0,1.0,48,47.0,1.0,53,49.0,4.0
4978,314,118489,LICEO CERROS DEL VALLE,CALI,NO OFICIAL,MAÑANA,37,251.2,247.0,4.2,52,54.0,-2.0,52,50.0,2.0,48,47.0,1.0,49,47.0,2.0,50,49.0,1.0
4980,315,267658,LOS VENCEDORES,CALI,OFICIAL,MAÑANA,63,251.2,239.0,12.2,54,52.0,2.0,49,47.0,2.0,48,45.0,3.0,50,47.0,3.0,50,49.0,1.0
4981,316,734335,MAGDALENA ORTEGA DE NARIÑO,CALI,OFICIAL,ÚNICA,29,251.2,225.0,26.2,52,49.0,3.0,51,45.0,6.0,48,41.0,7.0,51,45.0,6.0,47,45.0,2.0
4987,317,754127,SEDE NO. 34 LUIS CARLOS DELGADO,TULUÁ,OFICIAL,ÚNICA,73,251.2,245.0,6.2,53,52.0,1.0,51,50.0,1.0,47,46.0,1.0,50,49.0,1.0,50,45.0,5.0
4990,318,74757,SIMON BOLIVAR,CALIMA,OFICIAL,MAÑANA,68,251.2,257.0,-5.8,55,56.0,-1.0,50,51.0,-1.0,49,50.0,-1.0,48,50.0,-2.0,47,47.0,0.0
4991,319,95356,TÉCNICA COMERCIAL LITECOM - SEDE PRINCIPAL,JAMUNDÍ,OFICIAL,MAÑANA,178,251.2,251.0,0.2,54,54.0,0.0,50,50.0,0.0,48,49.0,-1.0,49,48.0,1.0,50,50.0,0.0
5013,320,55640,INST NTRA SRA DEL CARMEN,CALI,NO OFICIAL,MAÑANA,67,250.8,248.0,2.8,53,54.0,-1.0,50,50.0,0.0,47,45.0,2.0,50,49.0,1.0,52,51.0,1.0
5021,322,268052,"INSTITUCION EDUCATIVA TECNICA COMERCIAL LAS AMERICAS - SEDE
PRINCIPAL",CALI,OFICIAL,ÚNICA,190,250.8,250.0,0.8,54,55.0,-1.0,50,50.0,0.0,48,47.0,1.0,49,48.0,1.0,49,50.0,-1.0
5030,323,671180,ARGEMIRO ESCOBAR CARDONA,LA UNIÓN,OFICIAL,ÚNICA,47,250.4,237.0,13.4,53,52.0,1.0,51,47.0,4.0,48,45.0,3.0,49,46.0,3.0,48,47.0,1.0
5038,324,89235,COLEGIO COMPARTIR,CALI,NO OFICIAL,MAÑANA,297,250.4,255.0,-4.6,54,54.0,0.0,49,51.0,-2.0,48,48.0,0.0,50,52.0,-2.0,48,49.0,-1.0
5043,325,78683,COLEGIO TECNICO COMERCIAL SAN MARCOS DE LEON,CALI,NO OFICIAL,MAÑANA,28,250.4,249.0,1.4,53,54.0,-1.0,52,50.0,2.0,47,48.0,-1.0,49,48.0,1.0,48,47.0,1.0
5044,326,740415,ENELIA RIVERA,PALMIRA,OFICIAL,MAÑANA,23,250.4,229.0,21.4,53,49.0,4.0,50,46.0,4.0,47,43.0,4.0,50,45.0,5.0,51,46.0,5.0
5066,327,95307,MIGUEL A CARO,SAN PEDRO,OFICIAL,TARDE,30,250.4,223.0,27.4,52,48.0,4.0,51,46.0,5.0,48,41.0,7.0,51,44.0,7.0,45,42.0,3.0
5067,328,18879,NUESTRA SEÑORA DE LA CONSOLACION,TORO,OFICIAL,MAÑANA,77,250.4,238.0,12.4,53,52.0,1.0,50,48.0,2.0,48,45.0,3.0,49,46.0,3.0,51,46.0,5.0
5071,329,564716,SEDE PRINCIPAL   UNIDAD DOCENTE SAN JUAN DE BARRAGAN,TULUÁ,OFICIAL,ÚNICA,14,250.4,221.0,29.4,49,47.0,2.0,53,44.0,9.0,48,41.0,7.0,51,46.0,5.0,48,41.0,7.0
5104,330,100529,JORGE ISAACS,CANDELARIA,OFICIAL,MAÑANA,36,250.0,234.0,16.0,54,49.0,5.0,50,47.0,3.0,48,45.0,3.0,48,46.0,2.0,50,47.0,3.0
5116,331,707760,AGUACATAL,CALI,OFICIAL,MAÑANA,39,249.6,259.0,-9.4,53,54.0,-1.0,51,55.0,-4.0,47,48.0,-1.0,49,51.0,-2.0,49,50.0,-1.0
5128,332,137034,CONCENTRACION ESCOLAR URBANA,RESTREPO,OFICIAL,MAÑANA,49,249.6,229.0,20.6,54,50.0,4.0,49,46.0,3.0,49,44.0,5.0,48,44.0,4.0,49,44.0,5.0
5172,333,273078,ALFONSO ZAWADZKY,YOTOCO,OFICIAL,ÚNICA,107,249.2,242.0,7.2,53,52.0,1.0,49,48.0,1.0,48,46.0,2.0,49,48.0,1.0,51,48.0,3.0
5186,334,119768,COLEGIO LOS ANDES N 2,CALI,NO OFICIAL,MAÑANA,28,249.2,238.0,11.2,55,52.0,3.0,46,48.0,-2.0,51,44.0,7.0,46,45.0,1.0,54,52.0,2.0
5193,335,78410,CONCENTRACION DE DESARROLLO RURAL SANTA MARTA,EL ÁGUILA,OFICIAL,MAÑANA,11,249.2,230.0,19.2,51,48.0,3.0,50,47.0,3.0,49,43.0,6.0,49,47.0,2.0,51,43.0,8.0
5211,336,702597,INSTITUCION EDUCATIVA LA LEONERA,CALI,OFICIAL,ÚNICA,26,249.2,230.0,19.2,53,49.0,4.0,49,46.0,3.0,47,44.0,3.0,49,45.0,4.0,54,47.0,7.0
5214,337,79228,"INSTITUCION EDUCATIVA TECNICO INDUSTRIAL DONALD RODRIGO
TAFUR - SEDE PRINCIPAL",CALI,OFICIAL,TARDE,58,249.2,233.0,16.2,54,51.0,3.0,51,46.0,5.0,47,44.0,3.0,47,46.0,1.0,51,45.0,6.0
5231,338,660225,COLEGIO MIXTO MANUEL JOSE GUZMAN,EL CERRITO,NO OFICIAL,MAÑANA,17,248.8,247.0,1.8,54,54.0,0.0,48,46.0,2.0,50,49.0,1.0,47,48.0,-1.0,50,52.0,-2.0
5262,339,129585,LEONOR LOURIDO DE VELASCO,YUMBO,OFICIAL,MAÑANA,36,248.8,226.0,22.8,53,49.0,4.0,50,45.0,5.0,48,44.0,4.0,49,44.0,5.0,47,42.0,5.0
5267,340,707828,SAN FELIPE,CALI,OFICIAL,MAÑANA,87,248.8,247.0,1.8,53,53.0,0.0,49,50.0,-1.0,48,46.0,2.0,49,49.0,0.0,50,49.0,1.0
5271,341,118224,SIMON BOLIVAR,JAMUNDÍ,OFICIAL,MAÑANA,71,248.8,247.0,1.8,53,53.0,0.0,49,50.0,-1.0,48,47.0,1.0,49,48.0,1.0,50,47.0,3.0
5289,342,561472,"CONCENTRACIÓN ESCOLAR DE DESARROLLO RURAL QUEBRADA
GRANDE",LA UNIÓN,OFICIAL,MAÑANA,18,248.5,239.0,9.5,52,50.0,2.0,53,49.0,4.0,45,46.0,-1.0,49,48.0,1.0,49,43.0,6.0
5290,343,558635,DIONISIO CORTES,EL ÁGUILA,OFICIAL,MAÑANA,7,248.5,228.0,20.5,52,48.0,4.0,53,49.0,4.0,47,42.0,5.0,48,45.0,3.0,46,41.0,5.0
5330,344,18309,SOR MARIA JULIANA,CARTAGO,OFICIAL,TARDE,110,248.5,250.0,-1.5,54,54.0,0.0,50,50.0,0.0,47,48.0,-1.0,48,48.0,0.0,49,50.0,-1.0
5334,345,18218,BOLIVARIANO,CAICEDONIA,OFICIAL,MAÑANA,98,248.1,232.0,16.1,53,50.0,3.0,50,46.0,4.0,47,44.0,3.0,49,46.0,3.0,48,44.0,4.0
5335,346,645168,CENT EDUC EXPLORADORES DEL FUTURO - SEDE PRINCIPAL,CANDELARIA,NO OFICIAL,MAÑANA,19,248.1,242.0,6.1,53,53.0,0.0,49,48.0,1.0,48,45.0,3.0,49,46.0,3.0,48,52.0,-4.0
5340,347,62646,COLEGIO INTERNADO SAN CARLOS,CALI,NO OFICIAL,TARDE,10,248.1,253.0,-4.9,52,55.0,-3.0,52,49.0,3.0,47,48.0,-1.0,46,51.0,-5.0,54,49.0,5.0
5365,348,731349,INSTITUCION EDUCATIVA GENERAL ALFREDO VASQUEZ COBO,CALI,OFICIAL,ÚNICA,83,248.1,245.0,3.1,53,53.0,0.0,49,48.0,1.0,48,47.0,1.0,48,47.0,1.0,51,51.0,0.0
5366,349,553891,INSTITUCION EDUCATIVA GOLONDRINAS,CALI,OFICIAL,MAÑANA,42,248.1,248.0,0.1,53,54.0,-1.0,48,48.0,0.0,49,48.0,1.0,49,48.0,1.0,48,50.0,-2.0
5373,350,637736,INSTITUTO RAFAEL POMBO,TULUÁ,NO OFICIAL,MAÑANA,18,248.1,260.0,-11.9,54,54.0,0.0,49,51.0,-2.0,47,52.0,-5.0,48,51.0,-3.0,51,53.0,-2.0
5378,351,563528,JULIO CAICEDO TELLEZ,SAN PEDRO,OFICIAL,MAÑANA,5,248.1,171.0,77.1,53,33.0,20.0,50,32.0,18.0,44,38.0,6.0,51,32.0,19.0,51,40.0,11.0
5384,352,106005,MANUEL DOLORES MONDRAGON,BOLÍVAR,OFICIAL,MAÑANA,24,248.1,246.0,2.1,51,52.0,-1.0,50,49.0,1.0,47,47.0,0.0,50,49.0,1.0,51,49.0,2.0
5385,353,66159,PEDRO VICENTE ABADIA,GUACARÍ,OFICIAL,MAÑANA,83,248.1,245.0,3.1,54,53.0,1.0,50,49.0,1.0,47,47.0,0.0,49,48.0,1.0,45,46.0,-1.0
5430,354,744979,INSTITUTO AGRICOLA ZARAGOZA,CARTAGO,OFICIAL,ÚNICA,55,247.7,248.0,-0.3,53,55.0,-2.0,50,49.0,1.0,47,47.0,0.0,49,48.0,1.0,47,49.0,-2.0
5435,355,95133,LICEO  JUVENIL  EL  RODEO,CALI,NO OFICIAL,MAÑANA,14,247.7,245.0,2.7,51,52.0,-1.0,51,51.0,0.0,48,43.0,5.0,48,49.0,-1.0,50,51.0,-1.0
5436,356,136184,LICEO COMERCIAL,YUMBO,OFICIAL,TARDE,58,247.7,217.0,30.7,53,47.0,6.0,48,43.0,5.0,48,42.0,6.0,50,42.0,8.0,47,41.0,6.0
5481,358,112268,INSTITUCION ED TERMARIT,BUENAVENTURA,OFICIAL,MAÑANA,155,247.3,238.0,9.3,53,52.0,1.0,50,48.0,2.0,47,46.0,1.0,48,45.0,3.0,49,46.0,3.0
5485,359,118422,INSTITUCION EDUCATIVA EL DIAMANTE - SEDE PRINCIPAL,CALI,OFICIAL,MAÑANA,64,247.3,233.0,14.3,54,51.0,3.0,48,47.0,1.0,48,43.0,5.0,48,45.0,3.0,49,47.0,2.0
5517,360,563411,BELISARIO PEÑA PIÑEIRO SATELITE,ROLDANILLO,OFICIAL,MAÑANA,14,246.9,210.0,36.9,53,46.0,7.0,48,44.0,4.0,49,38.0,11.0,49,41.0,8.0,45,39.0,6.0
5527,361,742353,COLEGIO MUNICIPAL ANTONIO HOLGUIN GARCES,CARTAGO,OFICIAL,ÚNICA,110,246.9,242.0,4.9,53,54.0,-1.0,49,48.0,1.0,48,46.0,2.0,48,46.0,2.0,48,47.0,1.0
5552,362,736900,JOSE MARIA VILLEGAS - SEDE PRINCIPAL,GUADALAJARA DE BUGA,OFICIAL,ÚNICA,45,246.9,235.0,11.9,51,51.0,0.0,52,47.0,5.0,46,45.0,1.0,49,46.0,3.0,48,45.0,3.0
5553,363,671438,LEOCADIO SALAZAR,ULLOA,OFICIAL,ÚNICA,39,246.9,242.0,4.9,53,51.0,2.0,49,49.0,0.0,49,47.0,2.0,47,47.0,0.0,48,46.0,2.0
5558,364,638155,PABLO EMILIO CAMACHO,ZARZAL,OFICIAL,MAÑANA,110,246.9,232.0,14.9,52,50.0,2.0,51,47.0,4.0,46,44.0,2.0,49,46.0,3.0,48,43.0,5.0
5559,365,565986,POLICARPA SALAVARRIETA,YUMBO,OFICIAL,MAÑANA,22,246.9,233.0,13.9,52,49.0,3.0,49,50.0,-1.0,46,44.0,2.0,51,45.0,6.0,48,42.0,6.0
5561,366,554337,SANTA INES,ANSERMANUEVO,OFICIAL,MAÑANA,7,246.9,226.0,20.9,52,48.0,4.0,53,45.0,8.0,47,43.0,4.0,47,46.0,1.0,45,41.0,4.0
5585,367,112508,DIEGO RENGIFO SALAZAR,BUGALAGRANDE,OFICIAL,MAÑANA,46,246.5,230.0,16.5,52,50.0,2.0,49,45.0,4.0,48,44.0,4.0,48,45.0,3.0,50,45.0,5.0
5586,368,18838,GENERAL SANTANDER,SEVILLA,OFICIAL,MAÑANA,68,246.5,247.0,-0.5,52,54.0,-2.0,50,48.0,2.0,47,47.0,0.0,48,49.0,-1.0,50,48.0,2.0
5624,369,129361,LICEO NUEVA FLORESTA,CALI,NO OFICIAL,MAÑANA,14,246.5,275.0,-28.5,55,61.0,-6.0,47,54.0,-7.0,47,55.0,-8.0,47,52.0,-5.0,53,50.0,3.0
5638,370,753160,AURELIO ARTURO - SEDE PRINCIPAL,CANDELARIA,NO OFICIAL,MAÑANA,20,246.2,233.0,13.2,51,49.0,2.0,50,45.0,5.0,46,45.0,1.0,50,46.0,4.0,49,51.0,-2.0
5646,371,114702,COL GIMNASIO MODERNO,GUADALAJARA DE BUGA,NO OFICIAL,MAÑANA,24,246.2,244.0,2.2,53,50.0,3.0,49,50.0,-1.0,47,47.0,0.0,48,48.0,0.0,49,49.0,0.0
5686,372,18028,NORMAL JUAN LADRILLEROS,BUENAVENTURA,OFICIAL,MAÑANA,228,246.2,239.0,7.2,53,52.0,1.0,50,48.0,2.0,47,46.0,1.0,47,45.0,2.0,49,48.0,1.0
5689,373,111922,SANTA BARBARA,PALMIRA,OFICIAL,MAÑANA,24,246.2,242.0,4.2,52,50.0,2.0,49,51.0,-2.0,47,45.0,2.0,48,47.0,1.0,52,50.0,2.0
5695,374,751834,ANTONIO RICAURTE - SEDE PRINCIPAL,CALI,OFICIAL,ÚNICA,46,245.8,235.0,10.8,53,52.0,1.0,48,46.0,2.0,49,45.0,4.0,47,45.0,2.0,48,46.0,2.0
5696,375,707729,CALIMIO DESEPAZ,CALI,OFICIAL,MAÑANA,204,245.8,240.0,5.8,53,51.0,2.0,50,50.0,0.0,45,45.0,0.0,49,47.0,2.0,48,45.0,3.0
5705,376,125138,COL SANTA LUCIA,CALI,NO OFICIAL,MAÑANA,18,245.8,235.0,10.8,53,53.0,0.0,50,50.0,0.0,47,42.0,5.0,48,44.0,4.0,45,44.0,1.0
5710,377,69898,CONCENTRACION RURAL AGRICOLA JULIO FERNANDEZ,RESTREPO,OFICIAL,MAÑANA,18,245.8,238.0,7.8,53,52.0,1.0,48,44.0,4.0,47,47.0,0.0,48,48.0,0.0,51,45.0,6.0
5729,378,20032,"INSTITUCIÓN EDUCATIVA TÉCNICA COMERCIAL HERNANDO NAVIA
VARON - SEDE PRINCIPAL",CALI,OFICIAL,MAÑANA,117,245.8,244.0,1.8,52,53.0,-1.0,49,48.0,1.0,48,47.0,1.0,48,47.0,1.0,48,49.0,-1.0
5733,379,162255,INSTITUTO TÉCNICO FUTURO PROFESIONAL - SEDE PRICIPAL,CALI,NO OFICIAL,MAÑANA,22,245.8,243.0,2.8,51,51.0,0.0,49,49.0,0.0,47,47.0,0.0,49,47.0,2.0,51,49.0,2.0
5734,380,111518,JORGE ELIECER GAITAN,PALMIRA,OFICIAL,MAÑANA,127,245.8,262.0,-16.2,52,55.0,-3.0,49,52.0,-3.0,47,51.0,-4.0,48,51.0,-3.0,51,53.0,-2.0
5742,381,556654,AGROPECUARIO MONTERREY -  SEDE PRINCIPAL,GUADALAJARA DE BUGA,OFICIAL,ÚNICA,11,245.4,239.0,6.4,51,49.0,2.0,47,47.0,0.0,48,49.0,-1.0,50,48.0,2.0,50,43.0,7.0
5751,382,135988,COLEGIO COMERCIAL NUEVA ERA VG,CALI,NO OFICIAL,MAÑANA,19,245.4,239.0,6.4,53,52.0,1.0,48,47.0,1.0,47,45.0,2.0,48,46.0,2.0,50,52.0,-2.0
5755,383,110874,CONCENTRACION AGRICOLA,BOLÍVAR,OFICIAL,MAÑANA,19,245.4,234.0,11.4,52,50.0,2.0,50,48.0,2.0,45,44.0,1.0,49,47.0,2.0,50,42.0,8.0
5777,384,111799,LICEO BRILLANTE JUVENTUD,CALI,NO OFICIAL,MAÑANA,21,245.4,250.0,-4.6,52,53.0,-1.0,52,50.0,2.0,45,47.0,-2.0,47,49.0,-2.0,50,52.0,-2.0
5802,386,628669,COL.CIAL. STA JUANA DE ARCO,CALI,NO OFICIAL,MAÑANA,18,245.0,232.0,13.0,54,50.0,4.0,49,46.0,3.0,47,45.0,2.0,46,45.0,1.0,49,45.0,4.0
5809,387,273284,ELIAS QUINTERO,YUMBO,OFICIAL,MAÑANA,26,245.0,218.0,27.0,53,48.0,5.0,49,44.0,5.0,47,40.0,7.0,48,43.0,5.0,46,43.0,3.0
5814,388,175091,I.E. TEODORO MUNERA HINCAPIE - SEDE PORINCIPAL,RESTREPO,OFICIAL,MAÑANA,4,245.0,239.0,6.0,53,49.0,4.0,47,49.0,-2.0,50,45.0,5.0,48,49.0,-1.0,43,45.0,-2.0
5838,390,18275,NACIONAL ACADEMICO,CARTAGO,OFICIAL,MAÑANA,122,245.0,248.0,-3.0,52,53.0,-1.0,49,51.0,-2.0,47,48.0,-1.0,48,47.0,1.0,49,49.0,0.0
5851,391,74823,CARLOS HOLGUIN SARDI,VERSALLES,OFICIAL,MAÑANA,16,244.6,254.0,-9.4,50,57.0,-7.0,53,50.0,3.0,47,50.0,-3.0,47,49.0,-2.0,45,43.0,2.0
5862,392,630038,COLEGIO COOPERATIVO NUESTRA SEÑORA DE LOS REMEDIOS,CALI,NO OFICIAL,MAÑANA,6,244.6,282.0,-37.4,50,62.0,-12.0,53,55.0,-2.0,45,54.0,-9.0,47,53.0,-6.0,51,61.0,-10.0
5863,393,111898,CRISTOBAL COLON,TRUJILLO,OFICIAL,MAÑANA,15,244.6,243.0,1.6,51,53.0,-2.0,51,47.0,4.0,48,47.0,1.0,47,47.0,0.0,45,50.0,-5.0
5864,394,124545,DEL VALLE,PALMIRA,OFICIAL,TARDE,19,244.6,235.0,9.6,52,51.0,1.0,49,45.0,4.0,48,46.0,2.0,47,46.0,1.0,48,46.0,2.0
5889,395,79194,"INSTITUCION EDUCATIVA TECNICO INDUSTRIAL LUZ HAYDEE
GUERRERO MOLINA - SEDE PRINCIPAL",CALI,OFICIAL,MAÑANA,51,244.6,257.0,-12.4,53,55.0,-2.0,50,52.0,-2.0,46,50.0,-4.0,48,50.0,-2.0,45,46.0,-1.0
5891,396,671487,IRENE FERREROSA - SEDE PRINCIPAL,YUMBO,OFICIAL,ÚNICA,39,244.6,207.0,37.6,52,44.0,8.0,48,41.0,7.0,48,39.0,9.0,48,41.0,7.0,48,43.0,5.0
5912,397,106419,COLEGIO COMUNITARIO FUCOMABE,CALI,NO OFICIAL,TARDE,14,244.2,214.0,30.2,55,49.0,6.0,47,42.0,5.0,47,40.0,7.0,46,41.0,5.0,50,41.0,9.0
5943,398,735092,"INSTITUCION EDUCATIVA TECNICO INDUSTRIAL DIEZ DE MAYO -
SEDE PRINCIPAL",CALI,OFICIAL,ÚNICA,132,244.2,249.0,-4.8,53,54.0,-1.0,47,49.0,-2.0,46,48.0,-2.0,49,48.0,1.0,50,51.0,-1.0
5950,399,111492,SAGRADA FAMILIA POTRERILLO,PALMIRA,OFICIAL,MAÑANA,48,244.2,232.0,12.2,52,50.0,2.0,50,47.0,3.0,45,43.0,2.0,49,47.0,2.0,47,43.0,4.0
5991,400,737270,"INSTITUCION EDUCATIVA LUIS FERNANDO CAICEDO - SEDE
PRINCIPAL",CALI,OFICIAL,MAÑANA,23,243.8,250.0,-6.2,51,54.0,-3.0,50,50.0,0.0,45,48.0,-3.0,49,50.0,-1.0,49,44.0,5.0
6003,401,112516,ANTONIO NARIÑO,BUGALAGRANDE,OFICIAL,MAÑANA,11,243.5,229.0,14.5,52,50.0,2.0,47,44.0,3.0,50,45.0,5.0,48,46.0,2.0,42,40.0,2.0
6017,402,46458,I.D.E.I PARA JOVENES Y ADULTOS ALFONSO LOPEZ,CARTAGO,OFICIAL,TARDE,41,243.5,232.0,11.5,51,50.0,1.0,49,47.0,2.0,47,44.0,3.0,48,45.0,3.0,48,44.0,4.0
6027,403,70151,INSTITUCION EDUCATIVA CIUDAD MODELO,CALI,OFICIAL,TARDE,54,243.5,251.0,-7.5,53,54.0,-1.0,47,49.0,-2.0,48,50.0,-2.0,47,48.0,-1.0,48,50.0,-2.0
6031,404,112037,INSTITUCIÓN EDUCATIVA EVA RIASCOS PLATA - SEDE PRINCIPAL,CALI,OFICIAL,TARDE,32,243.5,236.0,7.5,51,50.0,1.0,49,47.0,2.0,47,46.0,1.0,48,46.0,2.0,48,47.0,1.0
6036,405,18820,JOSE ANTONIO AGUILERA,SAN PEDRO,OFICIAL,MAÑANA,118,243.5,238.0,5.5,52,51.0,1.0,48,48.0,0.0,47,46.0,1.0,48,46.0,2.0,48,45.0,3.0
6038,406,562157,JOSE MARIA VIVAS BALCAZAR,PALMIRA,OFICIAL,MAÑANA,18,243.5,226.0,17.5,53,48.0,5.0,47,42.0,5.0,49,46.0,3.0,46,45.0,1.0,48,44.0,4.0
6041,407,565366,MARIA INMACULADA,ULLOA,OFICIAL,MAÑANA,7,243.5,267.0,-23.5,50,58.0,-8.0,53,54.0,-1.0,48,51.0,-3.0,45,54.0,-9.0,45,44.0,1.0
6043,408,717207,SAGRADO CORAZON DE JESUS,CAICEDONIA,OFICIAL,ÚNICA,28,243.5,232.0,11.5,52,50.0,2.0,49,47.0,2.0,47,44.0,3.0,47,45.0,2.0,48,45.0,3.0
6044,409,558858,SANTA ISABEL,EL ÁGUILA,OFICIAL,MAÑANA,4,243.5,198.0,45.5,53,45.0,8.0,50,37.0,13.0,45,36.0,9.0,49,42.0,7.0,42,36.0,6.0
6064,410,95299,CORP EDUCATIVA ANTONIO MACEO,CALI,NO OFICIAL,MAÑANA,21,243.1,247.0,-3.9,53,55.0,-2.0,48,49.0,-1.0,47,46.0,1.0,47,48.0,-1.0,47,48.0,-1.0
